처리시설명,처리시설코드,구분,시도,시군구,읍면동,리,행정구역코드,시설용량(㎥/일)_물리적,시설용량(㎥/일)_생물학적,시설용량(㎥/일)_고도,시설용량 합,처리공정_전처리,처리공정_1차,처리공정_2차,처리공정_3차,가동개시일자,가동율(%),가동일수,방류수수질적용기준지역구분,재이용량(㎥/일)_계,재이용량(㎥/일)_조경수,재이용량(㎥/일)_세척수(축봉수포함),재이용량(㎥/일)_공정재이용,재이용량(㎥/일)_기타
태인마을하수도,451800V02,가동중,전라북도,정읍시,태인면,낙양리,4518039029,,,115,115,,,,,,100,365,,0,0,,,
방교공공하수처리시설,451800V37,가동중,전라북도,정읍시,감곡면,방교리,4518040024,,110,,110,,,,,,100,365,,0,0,,,
상일마을하수처리시설,451800V16,가동중,전라북도,정읍시,칠보면,백암리,4518042021,,,20,20,,,,,,100,365,,0,0,,,
원촌마을하수처리시설,451800V11,가동중,전라북도,정읍시,칠보면,무성리,4518042024,,,50,50,,,,,,100,365,,0,0,,,
방성동마을오수처리시설,451800V08,가동중,전라북도,정읍시,산내면,두월리,4518043021,,,20,20,,,,,,100,365,,0,0,,,
사교마을하수처리시설,451800V22,가동중,전라북도,정읍시,산내면,두월리,4518043021,,,20,20,,,,,,100,365,,0,0,,,
상두마을하수처리시설,451800V23,가동중,전라북도,정읍시,산내면,두월리,4518043021,,,20,20,,,,,,100,365,,0,0,,,
자연동마을하수처리시설,451800V24,가동중,전라북도,정읍시,산내면,두월리,4518043021,,,20,20,,,,,,100,365,,0,0,,,
수침동마을하수도,451800V05,가동중,전라북도,정읍시,산내면,장금리,4518043022,,,40,40,,,,,,100,365,,0,0,,,
사승마을하수도,451800V06,가동중,전라북도,정읍시,산내면,장금리,4518043022,,,50,50,,,,,,100,365,,0,0,,,
신기마을하수도,451800V34,가동중,전라북도,정읍시,산내면,능교리,4518043025,,,30,30,,,,,,100,365,,0,0,,,
황토마을하수도,451800V04,가동중,전라북도,정읍시,산내면,종성리,4518043026,,,50,50,,,,,,100,365,,0,0,,,
화정마을하수도,451800V35,가동중,전라북도,정읍시,산외면,화죽리,4518044023,,,40,40,,,,,,100,365,,0,0,,,
만병마을하수처리시설,451800V18,가동중,전라북도,정읍시,산외면,상두리,4518044025,,,20,20,,,,,,100,365,,0,0,,,
공동마을하수처리시설,451800V17,가동중,전라북도,정읍시,산외면,오공리,4518044026,,,30,30,고효율합병정화조(개별식),,,,1997-12-30,65,365,,0,,,,
주촌마을하수도,451900V30,가동중,전라북도,남원시,운봉읍,주촌리,4519025021,,33,,33,,,,,2007-12-28,100,365,,0,,,,
운봉덕산마을하수도,451900V39,가동중,전라북도,남원시,운봉읍,덕산리,4519025022,,,30,30,스크린,침사지,활성슬러지,"탈인,탈질",,70,365,,0,,,,
용은마을하수도,451900V06,가동중,전라북도,남원시,운봉읍,공안리,4519025023,,20,,20,스크린,침사지,활성슬러지,,2000-11-01,100,365,,0,,,,
삼산마을하수도,451900V01,가동중,전라북도,남원시,운봉읍,산덕리,4519025025,,25,,25,,,,,,70,,,0,,,,
산덕마을하수도,451900V03,가동중,전라북도,남원시,운봉읍,산덕리,4519025025,,60,,60,,침사지,활성슬러지,,,70,365,,0,,,,
율천마을하수도,451900V62,신설,전라북도,남원시,운봉읍,산덕리,4519025025,,60,,60,스크린,,SBR,UV소독,2006-05-30,97,365,,6,,5,,1
운봉하수종말처리장,451900W02,가동중,전라북도,남원시,운봉읍,북천리,4519025028,,,800,800,,,,,,70,,,0,,,,
장교마을하수도,451900V60,신설,전라북도,남원시,운봉읍,장교리,4519025031,,50,,50,,,고효율합병정화조,,1999-06-01,70,365,,0,,,,
권포마을하수도,451900V02,가동중,전라북도,남원시,운봉읍,권포리,4519025032,,81,,81,침사지,활성슬러지,,남원시,2001-01-01,75,365,,,,,,
남원운봉신기마을하수도,451900V04,가동중,전라북도,남원시,운봉읍,신기리,4519025034,,80,,80,,,,,,70,,,0,,,,
매요마을하수도,451900V59,신설,전라북도,남원시,운봉읍,매요리,4519025035,,50,,50,,,,,,100,365,,0,,,,
운봉가산마을하수도,451900V45,가동중,전라북도,남원시,운봉읍,가산리,4519025036,,,30,30,,침사지,활성슬러지,,,80,365,,0,,,,
비전마을하수도,451900V05,가동중,전라북도,남원시,운봉읍,화수리,4519025037,,30,,30,스크린,침사지,활성슬러지,"탈질,탈인",,70,365,,0,,,,
내기마을하수도,451900V07,가동중,전라북도,남원시,주천면,고기리,4519031030,,,30,30,,,,,2009-01-19,70,365,,0,,,,
수지마연공공하수도,451900V55,가동중,전라북도,남원시,수지면,산정리,4519032023,,,30,30,,침사지,활성슬러지,,,80,365,,0,,,,
남원송동신기마을하수도,451900V33,가동중,전라북도,남원시,송동면,신평리,4519033021,,,30,30,,,,,2008-01-01,75,365,,0,,,,
송동송내마을하수도,451900V41,가동중,전라북도,남원시,송동면,송내리,4519033022,,,50,50,,침사지,활성슬러지,,,80,365,,0,,,,
남원안계마을하수도,451900V32,가동중,전라북도,남원시,송동면,흑송리,4519033026,,40,,40,,,,,2007-05-16,80,365,,0,,,,
송동양평마을하수도,451900V44,가동중,전라북도,남원시,송동면,양평리,4519033031,,,60,60,,,,,2007-04-30,75,365,,0,,,,
송동세전마을하수도,451900V47,가동중,전라북도,남원시,송동면,세전리,4519033033,,,70,70,침사협잡물제거,,B3,최종침전,1994-02-03,42,365,,0,,,,
남원시분뇨처리장,451900F01,가동중,전라북도,남원시,주생면,중동리,4519034022,,50,,50,침사협잡물제거기,1차침전,표준활성슬러지,,1995-11-04,64,365,,1260,,40,,1220
남원하수종말처리장,451900W01,가동중,전라북도,남원시,주생면,중동리,4519034022,,"50,000",,"50,000",,,,,2008-12-26,80,365,,0,,,,
주생반송공공하수도,451900V51,가동중,전라북도,남원시,주생면,영천리,4519034025,,,60,60,스크린,침사지,활성슬러지,"탈인,탈질",,80,365,,0,,,,
제천마을하수도,451900V08,가동중,전라북도,남원시,주생면,제천리,4519034026,,90,,90,,,,,2007-09-21,85,365,,0,,,,
서만마을하수도,451900V09,가동중,전라북도,남원시,주생면,제천리,4519034026,,40,,40,스크린,침사지,활성슬러지,"탈인,탈질",,80,365,,0,,,,
금지옹정마을하수도,451900V42,가동중,전라북도,남원시,금지면,옹정리,4519035021,,,95,95,,,,,2008-12-26,80,365,,0,,,,
금지입암공공하수도,451900V52,가동중,전라북도,남원시,금지면,입암리,4519035022,,,70,70,,침전,고도처리,,2007-04-10,85,365,,0,,,,
금지방촌마을하수도,451900V48,가동중,전라북도,남원시,금지면,방촌리,4519035024,,,60,60,,침전,고도처리,,2007-04-10,80,365,,0,,,,
금지상귀마을하수도,451900V49,가동중,전라북도,남원시,금지면,귀석리,4519035030,,,65,65,스크린,침사지,활성슬러지,"탈인,탈질",,70,365,,0,,,,
남원용전마을하수도,451900V29,가동중,전라북도,남원시,금지면,하도리,4519035031,,74,,74,,,,,2009-12-19,80,365,,0,,,,
대강평촌공공하수도,451900V53,가동중,전라북도,남원시,대강면,평촌리,4519036024,,,60,60,,,,,2007-12-28,70,365,,0,,,,
대강사석마을하수도,451900V40,가동중,전라북도,남원시,대강면,사석리,4519036028,,,100,100,,,,,2007-12-28,85,365,,0,,,,
대강방동마을하수도,451900V46,가동중,전라북도,남원시,대강면,방동리,4519036029,,,60,60,,침사지,활성슬러지,"탈인,탈질",,80,365,,0,,,,
남원대곡마을하수도,451900V37,가동중,전라북도,남원시,대산면,대곡리,4519037023,,,50,50,스크린,침사지,활성슬러지,"탈인,탈질",2002-12-02,80,365,,0,,,,
덕평마을하수도,451900V10,가동중,전라북도,남원시,사매면,월평리,4519038026,,30,,30,,,,,2006-12-30,85,365,,0,,,,
사매하신마을하수도,451900V43,가동중,전라북도,남원시,사매면,오신리,4519038027,,,60,60,,,,,1996-12-30,70,365,,0,,,,
양선마을하수도,451900V11,가동중,전라북도,남원시,덕과면,신양리,4519039022,,25,,25,스크린,침사지,활성슬러지,"탈인,탈질",2002-12-02,75,365,,0,,,,
남원양촌마을하수도,451900V16,가동중,전라북도,남원시,보절면,괴양리,4519040022,,40,,40,스크린,침사지,활성슬러지,"탈인,탈질",2003-01-01,85,365,,0,,,,
진목마을하수도,451900V15,가동중,전라북도,남원시,보절면,진기리,4519040023,,80,,80,스크린,침사지,활성슬러지,"탈인,탈질",2005-08-01,75,365,,0,,,,
다산마을하수도,451900V13,가동중,전라북도,남원시,보절면,금다리,4519040024,,20,,20,,침사지,활성슬러지,,,85,365,,0,,,,
벌촌마을하수도,451900V14,가동중,전라북도,남원시,보절면,황벌리,4519040026,,,30,30,스크린,침사지,활성슬러지,"탈인,탈질",2004-07-01,80,365,,0,,,,
도촌마을하수도,451900V12,가동중,전라북도,남원시,보절면,도룡리,4519040027,,25,,25,,,,,2009-01-19,80,365,,0,,,,
보절사촌공공하수도,451900V54,가동중,전라북도,남원시,보절면,사촌리,4519040028,,,40,40,,,,,2007-04-30,70,365,,0,,,,
남원중절마을하수도,451900V34,가동중,전라북도,남원시,산동면,부절리,4519041023,,,30,30,,,,,,70,,,0,,,,
산동부절마을하수도,451900V50,가동중,전라북도,남원시,산동면,부절리,4519041023,,,90,90,,침사지,활성슬러지,,2005-10-01,70,365,,0,,,,
산동대상마을하수도,451900V61,신설,전라북도,남원시,산동면,대상리,4519041027,,55,,55,,침사지,활성슬러지,,2000-08-01,80,365,,0,,,,
남원평촌마을하수도,451900V17,가동중,전라북도,남원시,이백면,평촌리,4519042028,,20,,20,,,,,,70,,,0,,,,
광평마을하수도,451900V56,신설,전라북도,남원시,아영면,월산리,4519045026,,80,,80,토양식,,,,1996-12-30,65,365,,0,,,,
하성마을하수도,451900V23,가동중,전라북도,남원시,아영면,성리,4519045027,,30,,30,,,,,,70,,,0,,,,
일대마을하수도,451900V57,신설,전라북도,남원시,아영면,일대리,4519045029,,50,,50,스크린,침사지,활성슬러지,"탈인,탈질",2002-01-01,70,365,,0,,,,
백일마을하수도,451900V25,가동중,전라북도,남원시,산내면,백일리,4519046022,,90,,90,,,,,,70,,,0,,,,
산내대정마을하수도,451900V58,신설,전라북도,남원시,산내면,대정리,4519046023,,130,,130,스크린,침사지,활성슬러지,"탈인,탈질",,75,365,,0,,,,
원천마을하수도,451900V26,가동중,전라북도,남원시,산내면,장항리,4519046024,,,80,80,,침사지,활성슬러지,,,80,365,,0,,,,
와운마을하수도,451900V24,가동중,전라북도,남원시,산내면,부운리,4519046027,,19,,19,스크린,침사지,GBM PLUS,"탈인,탈질",2006-09-13,80,365,,0,,,,
남원반선마을하수도,451900V36,가동중,전라북도,남원시,산내면,부운리,4519046027,,,490,490,,침사지,GBM,,,75,365,,0,,,,
남원부운마을하수도,451900V38,가동중,전라북도,남원시,산내면,부운리,4519046027,,,130,130,,침사지,활성슬러지,,,80,365,,0,,,,
달궁마을하수도,451900V27,가동중,전라북도,남원시,산내면,덕동리,4519046028,,,490,490,스크린,,SBR,UV소독,2006-05-30,50,365,,6,,5,1,
남원덕동마을하수도,451900V28,가동중,전라북도,남원시,산내면,덕동리,4519046028,,,200,200,,침사지,활성슬러지,,,80,365,,0,,,,
남원학천마을하수도,451900V35,가동중,전라북도,남원시,산내면,덕동리,4519046028,,,200,200,,침사지,GBM,,,75,365,,0,,,,
인월하수종말처리장,451900W03,가동중,전라북도,남원시,인월면,중군리,4519047021,,,"1,000","1,000",고효율합병정화조(개별식),,,,,70,365,,0,,,,
외건마을하수도,451900V31,가동중,전라북도,남원시,인월면,건지리,4519047025,,47,,47,토양식,,,,1996-12-30,70,365,,0,,,,
유곡마을하수도,451900V19,가동중,전라북도,남원시,인월면,유곡리,4519047026,,30,,30,,,,,2002-12-18,80,365,,0,,,,
성산마을하수도,451900V18,가동중,전라북도,남원시,인월면,성산리,4519047028,,,25,25,,,,,2008-01-01,75,365,,0,,,,
남원장평마을하수도,451900V22,가동중,전라북도,남원시,인월면,성산리,4519047028,,20,,20,,침사지,활성슬러지,,,80,365,,0,,,,
자래마을하수도,451900V20,가동중,전라북도,남원시,인월면,자래리,4519047029,,49,,49,스크린,저류조,반응조,,,100,365,,0,,,,
성서마을하수도,452100V43,가동중,전라북도,김제시,신풍동,,4521010200,,40,,40,스크린,저류조,반응조,,,100,365,,0,,,,
승반마을하수도,452100V33,가동중,전라북도,김제시,흥사동,,4521011300,,39,,39,스크린,저류조,반응조,,,100,365,,0,,,,
김제부동마을하수도,452100V41,가동중,전라북도,김제시,상동동,,4521011400,,30,,30,침사지,1차침전,활성슬러지,,,100,365,,0,,,,
김제봉황농공단지폐수종말처리장,452100A01,가동중,전라북도,김제시,월성동,,4521011500,,450,,450,침사지,1차침전,"MLE,KIDEA","여과,UV소독",2008-06-25,100,365,,585,,479,,106
김제하수종말처리장,452100W01,가동중,전라북도,김제시,복죽동,,4521011900,,,"26,000","26,000",스크린,저류조,반응조,,,100,365,,0,,,,
주행산1마을하수도,452100V12,가동중,전라북도,김제시,만경읍,화포리,4521025026,,23,,23,스크린,침사/협잡물처리기,KIDEA,"여과,UV소독",2008-06-25,100,365,,8,,2,,6
주행산2마을하수도,452100V13,가동중,전라북도,김제시,만경읍,화포리,4521025026,,23,,23,스크린,저류조,반응조,,,100,365,,0,,,,
만경공공하수처리장,452100W02,가동중,전라북도,김제시,만경읍,몽산리,4521025027,,,"1,000","1,000",스크린,침사/협잡물처리기,KIDEA,"여과,UV소독",2008-06-25,100,365,,3,,1,,2
죽산자고석산공공하수처리시설,452100V57,가동중,전라북도,김제시,죽산면,죽산리,4521032021,,,40,40,스크린,원심분리기,액상부식,"오존,PCF",2004-01-01,100,365,,0,,,,
죽산공공하수처리시설,452100V60,가동중,전라북도,김제시,죽산면,죽산리,4521032021,,,400,400,스크린,저류조,반응조,UV소독,2007-03-01,100,365,,0,,,,
김제분뇨처리장,452100F01,가동중,전라북도,김제시,죽산면,서포리,4521032026,,105,,105,스크린,저류조,반응조,,,100,365,,0,,,,
돌제마을하수도,452100V36,가동중,전라북도,김제시,백산면,상정리,4521033025,,40,,40,스크린,저류조,반응조,UV소독,1996-11-19,100,365,,0,,,,
대산1마을하수도,452100V06,가동중,전라북도,김제시,백산면,조종리,4521033027,,,20,20,스크린,저류조,반응조,,,100,365,,0,,,,
대산2마을하수도,452100V07,가동중,전라북도,김제시,백산면,조종리,4521033027,,15,,15,스크린,저류조,반응조,UV소독,2005-04-29,100,365,,0,,,,
원조마을하수도,452100V50,가동중,전라북도,김제시,백산면,조종리,4521033027,,48,,48,스크린,저류조,반응조,,,100,365,,0,,,,
부신1마을하수도,452100V14,가동중,전라북도,김제시,백산면,부거리,4521033029,,23,,23,스크린,저류조,반응조,,2007-09-20,100,365,,0,,,,
부신2마을하수도,452100V15,가동중,전라북도,김제시,백산면,부거리,4521033029,,23,,23,스크린,저류조,반응조,UV소독,,100,365,,0,,,,
원부마을하수도,452100V30,가동중,전라북도,김제시,백산면,부거리,4521033029,,,34,34,스크린,저류조,반응조,,,100,365,,0,,,,
용지구암공공하수도,452100V62,가동중,전라북도,김제시,용지면,구암리,4521034021,,,105,105,스크린,원심분리기,액상부식,"활성탄,오존",2004-01-01,100,365,,0,,,,
김제축산폐수공공처리시설,452100S01,가동중,전라북도,김제시,용지면,용암리,4521034028,,200,,200,스크린,저류조,반응조,UV소독,,100,365,,0,,,,
용수신암마을하수도,452100V66,신설,전라북도,김제시,용지면,용암리,4521034028,,,80,80,,,,,,,,,,,,,
서정마을하수도,452100V51,가동중,전라북도,김제시,용지면,신정리,4521034030,,,40,40,스크린,저류조,반응조,,,100,365,,0,,,,
용지신흥마을하수도,452100V03,가동중,전라북도,김제시,용지면,용수리,4521034031,,25,,25,스크린,저류조,반응조,,,100,365,,0,,,,
비룡마을하수도,452100V08,가동중,전라북도,김제시,용지면,용수리,4521034031,,25,,25,스크린,저류조,반응조,,,100,365,,0,,,,
성좌동마을하수도,452100V25,가동중,전라북도,김제시,백구면,월봉리,4521035021,,22,,22,스크린,저류조,반응조,,,100,365,,0,,,,
동반월마을하수도,452100V09,가동중,전라북도,김제시,백구면,반월리,4521035026,,35,,35,스크린,저류조,반응조,UV소독,2006-05-16,100,365,,0,,,,
백구난산공공하수도,452100V61,가동중,전라북도,김제시,백구면,마산리,4521035029,,,30,30,스크린,저류조,반응조,,,100,365,,0,,,,
샛터마을하수도,452100V01,가동중,전라북도,김제시,백구면,영상리,4521035030,,12,,12,스크린,저류조,반응조,UV소독,,100,365,,0,,,,
제월마을하수도,452100V35,가동중,전라북도,김제시,부량면,월승리,4521036022,,55,,55,스크린,저류조,반응조,UV소독,,100,365,,0,,,,
용골마을하수도,452100V65,신설,전라북도,김제시,부량면,신용리,4521036024,,,10,10,,,,,,,,,,,,,
남당마을하수도,452100V23,가동중,전라북도,김제시,공덕면,공덕리,4521038023,,50,,50,스크린,저류조,반응조,UV소독,2004-11-01,100,365,,0,,,,
존걸마을하수도,452100V52,가동중,전라북도,김제시,공덕면,공덕리,4521038023,,,35,35,스크린,저류조,반응조,,,100,365,,0,,,,
저성마을하수도,452100V39,가동중,전라북도,김제시,공덕면,저산리,4521038025,,40,,40,스크린,저류조,반응조,,,100,365,,0,,,,
척산마을하수도,452100V16,가동중,전라북도,김제시,청하면,동지산리,4521039021,,81,,81,스크린,저류조,반응조,,2002-11-05,100,365,,0,,,,
후리마을하수도,452100V10,가동중,전라북도,김제시,성덕면,묘라리,4521040024,,30,,30,스크린,저류조,반응조,,2002-11-05,100,365,,0,,,,
갈전마을하수도,452100V04,가동중,전라북도,김제시,진봉면,정당리,4521041022,,25,,25,스크린,저류조,반응조,UV소독,,100,365,,0,,,,
심포마을하수도,452100V17,가동중,전라북도,김제시,진봉면,심포리,4521041025,,60,,60,스크린,저류조,반응조,,,100,365,,0,,,,
축령마을하수도,452100V64,신설,전라북도,김제시,금구면,선암리,4521042024,,40,,40,,,,,,,,,,,,,
당월1마을하수도,452100V11,가동중,전라북도,김제시,금구면,월전리,4521042025,,35,,35,스크린,저류조,반응조,,,100,365,,0,,,,
양석마을하수도,452100V53,가동중,전라북도,김제시,금구면,오봉리,4521042026,,,45,45,스크린,침사/협잡물처리기,KIDEA,"여과,UV소독",2008-06-25,100,365,,6,,1,,5
김제금구공공하수처리장,452100W04,가동중,전라북도,김제시,금구면,서도리,4521042034,,,600,600,,,,,,100,365,,0,,,,
접주남주마을하수도,452100V63,가동중,전라북도,김제시,봉남면,신호리,4521043024,,,100,100,스크린,저류조,반응조,UV소독,2003-07-25,100,365,,0,,,,
봉남칠성보산공공하수처리시설,452100V59,가동중,전라북도,김제시,봉남면,종덕리,4521043030,,30,,30,스크린,저류조,반응조,,,100,365,,0,,,,
종명마을하수도,452100V05,가동중,전라북도,김제시,황산면,봉월리,4521044021,,20,,20,스크린,저류조,반응조,UV소독,,100,365,,0,,,,
김제마산마을하수도,452100V19,가동중,전라북도,김제시,황산면,봉월리,4521044021,,,45,45,스크린,저류조,반응조,,,100,365,,0,,,,
의곡마을하수도,452100V26,가동중,전라북도,김제시,황산면,봉월리,4521044021,,40,,40,스크린,저류조,반응조,,,100,365,,0,,,,
김제황산신흥마을하수도,452100V18,가동중,전라북도,김제시,황산면,홍정리,4521044023,,,51,51,스크린,저류조,반응조,,,100,365,,0,,,,
김제하송마을하수도,452100V42,가동중,전라북도,김제시,황산면,남산리,4521044027,,25,,25,스크린,저류조,반응조,,,100,365,,0,,,,
김제진천마을하수도,452100V31,가동중,전라북도,김제시,황산면,진흥리,4521044028,,40,,40,스크린,저류조,반응조,,,100,365,,0,,,,
"남양1,2마을하수도",452100V54,가동중,전라북도,김제시,황산면,진흥리,4521044028,,,25,25,스크린,침사/협잡물처리기,KIDEA,"여과,UV소독",2008-06-25,100,365,,10,,2,,8
김제금산공공하수처리장,452100W03,가동중,전라북도,김제시,금산면,성계리,4521045021,,,"1,000","1,000",스크린,저류조,반응조,,,100,365,,0,,,,
회평2마을하수도,452100V22,가동중,전라북도,김제시,금산면,쌍용리,4521045022,,25,,25,스크린,저류조,반응조,,,100,365,,0,,,,
아직산수마을하수도,452100V55,가동중,전라북도,김제시,금산면,선동리,4521045025,,30,,30,스크린,저류조,반응조,UV소독,,100,365,,0,,,,
반곡마을하수도,452100V24,가동중,전라북도,김제시,금산면,삼봉리,4521045031,,58,,58,스크린,저류조,반응조,,,100,365,,0,,,,
거야마을하수도,452100V40,가동중,전라북도,김제시,금산면,삼봉리,4521045031,,50,,50,스크린,저류조,반응조,UV소독,,100,365,,0,,,,
용반마을하수도,452100V28,가동중,전라북도,김제시,금산면,용산리,4521045032,,50,,50,스크린,저류조,반응조,UV소독,2006-06-28,100,365,,0,,,,
김제기룡마을하수도,452100V34,가동중,전라북도,김제시,금산면,용산리,4521045032,,60,,60,스크린,저류조,반응조,여과,,100,365,,0,,,,
율리마을하수도,452100V37,가동중,전라북도,김제시,금산면,용산리,4521045032,,35,,35,스크린,저류조,반응조,UV소독,,100,365,,0,,,,
진봉거전공공하수처리시설,452100V58,가동중,전라북도,김제시,광활면,창제리,4521046023,,,45,45,침사지,1차침전,표준활성 슬러지공법,,1994-12-31,100,365,,273,138,5,100,30
완주산단산업단지폐수종말처리장,457100I01,가동중,전라북도,완주군,삼례읍,후정리,4571025022,,"27,000",,"27,000",침사지,저류조,액상부식공법,,2006-01-01,100,365,,0,,,,
완주군축산폐수공공처리시설,457100S01,가동중,전라북도,완주군,삼례읍,후정리,4571025022,,170,,170,,,32000,,2008-06-25,100,365,,1476,1461,,15,
완주위생처리장,457100F01,가동중,전라북도,완주군,삼례읍,해전리,4571025024,50,,,50,,,,,2006-01-01,100,365,,0,,,,
완주하수종말처리장,457100W01,가동중,전라북도,완주군,삼례읍,해전리,4571025024,,"32,000",,"32,000",,,,,,100,365,,0,,,,
추동마을하수도시설,457100V21,가동중,전라북도,완주군,봉동읍,은하리,4571025326,,75,,75,스크린,호기조,철분해조,최종침전지,2009-05-11,100,235,,0,,,,
원구만공공하수처리시설,457100V30,가동중,전라북도,완주군,봉동읍,구만리,4571025334,,45,,45,,혐기성조,접촉폭기조,무산소조,2002-05-29,100,365,,0,,,,
용암마을하수도시설,457100V01,가동중,전라북도,완주군,용진면,상삼리,4571031021,,60,,60,,혐기조,접촉폭기조,LC접촉트랜치조,2001-05-27,100,365,,0,,,,
신기서계마을하수도시설,457100V02,가동중,전라북도,완주군,용진면,상운리,4571031025,,90,,90,,,,,,100,365,,0,,,,
운교공공하수처리시설,457100V29,가동중,전라북도,완주군,용진면,상운리,4571031025,,170,,170,침전분리조,접촉여과조,바이오매트조,패트로필트조,1997-05-22,100,365,,0,,,,
원간중 간이오수처리시설,457100V03,가동중,전라북도,완주군,용진면,간중리,4571031027,,45,,45,,미생물조정조,접촉형혐기성조,접촉포기조,1998-12-23,100,365,,0,,,,
지암 간이오수처리시설,457100V04,가동중,전라북도,완주군,용진면,운곡리,4571031028,,35,,35,,"혐기, 호기조",접촉포기조,소독조,2004-07-10,91,365,,0,,,,
지동마을하수도,457100V18,가동중,전라북도,완주군,용진면,신지리,4571031029,,100,,100,스크린침사조,혐기조,COSBR실,소독조,2005-10-01,100,365,,0,,,,
용복마을하수도시설,457100V19,가동중,전라북도,완주군,용진면,신지리,4571031029,,45,,45,,,,,,100,365,,0,,,,
묘원공공하수처리시설,457100V28,가동중,전라북도,완주군,상관면,의암리,4571032024,,48,,48,스크린침사조,혐기조,COSBR실,최종침전지,2002-01-11,100,365,,0,,,,
용신오수처리시설,457100V05,가동중,전라북도,완주군,상관면,마치리,4571032025,,40,,40,,혐기조,"간헐, 접촉폭기조",PBS생물막조,1998-03-27,100,365,,0,,,,
신마산 간이오수처리시설,457100V06,가동중,전라북도,완주군,이서면,상개리,4571033026,,30,,30,,,,,2006-01-01,100,365,,0,,,,
신교마을하수도시설,457100V24,가동중,전라북도,완주군,소양면,신교리,4571034021,,90,,90,,,,,2006-10-22,100,365,,0,,,,
잠평마을하수도시설,457100V26,가동중,전라북도,완주군,소양면,신교리,4571034021,,45,,45,,,,,,100,365,,0,,,,
소양공공하수처리시설,457100W05,가동중,전라북도,완주군,소양면,명덕리,4571034022,,,800,800,스크린,BC PLUS조,HFM조,처리수조,2002-12-28,87,365,,0,,,,
문화마을하수도시설,457100V07,가동중,전라북도,완주군,소양면,대흥리,4571034025,,175,,175,,혐기조,점촉폭기조,LC접촉트랜치조,2002-05-08,29,365,,0,,,,
송광1마을하수도시설,457100V08,가동중,전라북도,완주군,소양면,대흥리,4571034025,,130,,130,,,,,,100,365,,0,,,,
송광2마을하수도시설,457100V09,가동중,전라북도,완주군,소양면,대흥리,4571034025,,44,,44,,접촉폭기조,침전조,소독조,1996-12-31,54,365,,0,,,,
난산마을하수도시설,457100V22,가동중,전라북도,완주군,구이면,광곡리,4571035022,,45,,45,스크린,,회분식반응조,소독조,1998-12-23,100,365,,0,,,,
구암 간이오수처리시설,457100V10,가동중,전라북도,완주군,구이면,덕천리,4571035023,,50,,50,,,,,2008-06-25,100,365,,0,,,,
구이공공하수처리시설,457100W04,가동중,전라북도,완주군,구이면,덕천리,4571035023,,700,,700,,,,,2008-06-25,100,365,,0,,,,
고산공공하수처리시설,457100W03,가동중,전라북도,완주군,고산면,서봉리,4571036022,,700,,700,,혐기조,접촉폭기실,순환여과분해실,1997-06-06,100,365,,0,,,,
신덕 간이오수처리시설,457100V11,가동중,전라북도,완주군,고산면,어우리,4571036024,,20,,20,,혐기성부패조,바이오필터,소독조,1995-03-02,100,365,,0,,,,
송학 간이오수처리시설,457100V12,가동중,전라북도,완주군,고산면,성재리,4571036028,,15,,15,,,,,2005-10-01,100,365,,0,,,,
오산마을하수도시설,457100V20,가동중,전라북도,완주군,고산면,오산리,4571036029,,40,,40,,혐기조,혐기여과조,바이오비드조,1995-09-29,100,365,,0,,,,
종암 간이오수처리시설,457100V13,가동중,전라북도,완주군,고산면,삼기리,4571036030,,40,,40,,,,,,100,365,,0,,,,
중촌공공하수처리시설,457100V27,가동중,전라북도,완주군,운주면,장선리,4571038021,,250,,250,,혐기성조,접촉폭기조,최종침전지,1997-11-15,100,365,,0,,,,
원완창 간이오수처리시설,457100V14,가동중,전라북도,완주군,운주면,완창리,4571038022,,36,,36,,,,,2007-12-01,100,365,,0,,,,
고성공공하수처리시설,457100V25,가동중,전라북도,완주군,화산면,화평리,4571039021,,160,,160,스크린,개량조,HBC조,소독조,1992-08-12,100,365,,0,,,,
마안 간이오수처리시설,457100V15,가동중,전라북도,완주군,화산면,종리,4571039028,,22,,22,,,,,,100,365,,0,,,,
하용동 간이오수처리시설,457100V16,가동중,전라북도,완주군,화산면,종리,4571039028,,12,,12,,,접촉폭기실,침전조,1994-12-29,100,365,,0,,,,
오복마을하수도시설,457100V23,가동중,전라북도,완주군,경천면,가천리,4571041022,,42,,42,침사지,반응조,반응조,사여과기,2003-08-21,100,365,III,848,,23,2,823
진안하수종말처리장,457200W01,가동중,전라북도,진안군,진안읍,군상리,4572025021,,,"3,000","3,000",,,,,2010-06-30,100,365,,0,,,,
가림온천마을하수도,457200V41,가동중,전라북도,진안군,진안읍,가림리,4572025024,,,60,60,,,,,2009-04-24,100,365,,0,,,,
진안원반월공공하수도,457200V38,가동중,전라북도,진안군,진안읍,반월리,4572025025,,,90,90,침사기,반응조,반응조,섬유상여과기,2006-01-01,23,365,,14,,7,2,5
상전(진안3)마을하수도,457200V25,가동중,전라북도,진안군,진안읍,물곡리,4572025028,,,250,250,,,,,2009-12-24,100,365,,0,,,,
구룡석곡마을하수도,457200V39,가동중,전라북도,진안군,진안읍,구룡리,4572025029,,,60,60,침사지,액상부식,화학처리,"탈질,탈인,오존",2000-04-22,74,232,,687,,,,687
진안군분뇨처리장,457200F01,가동중,전라북도,진안군,진안읍,정곡리,4572025031,,,45,45,,,,,2009-12-09,100,365,,0,,,,
